,登入日期,登入時間(以小時為單位),登入成功次數
8777,2022/4/9,7,12903
4768,2022/4/9,8,17158
6526,2022/4/9,9,22179
6187,2022/4/9,10,25907
9289,2022/4/9,11,27676
2687,2022/4/9,12,28617
6836,2022/4/9,13,27335
7435,2022/4/9,14,26198
3274,2022/4/9,15,27174
7597,2022/4/9,16,26607
9250,2022/4/9,17,26963
2210,2022/4/9,18,25666
7390,2022/4/9,19,26156
4697,2022/4/9,20,27029
7283,2022/4/9,21,27345
3008,2022/4/9,22,25771
5503,2022/4/9,23,21949
6932,2022/5/1,0,19182
16,2022/5/1,1,12037
4277,2022/5/1,2,338
5445,2022/5/1,3,765
1803,2022/5/1,4,4343
5228,2022/5/1,5,4013
9065,2022/5/1,6,6335
2264,2022/5/1,7,9733
4890,2022/5/1,8,14886
6634,2022/5/1,9,21051
6760,2022/5/1,10,26066
606,2022/5/1,11,27886
4725,2022/5/1,12,27434
6467,2022/5/1,13,27544
759,2022/5/1,14,26793
4686,2022/5/1,15,27087
8374,2022/5/1,16,27420
1536,2022/5/1,17,27497
4852,2022/5/1,18,26478
8563,2022/5/1,19,27205
6763,2022/5/1,20,28684
8256,2022/5/1,21,28697
3744,2022/5/1,22,27274
7905,2022/5/1,23,23125
1086,2022/5/10,0,21277
4842,2022/5/10,1,12878
7475,2022/5/10,2,8407
1437,2022/5/10,3,5676
6003,2022/5/10,4,4989
8699,2022/5/10,5,7450
2248,2022/5/10,6,17116
6958,2022/5/10,7,36162
9149,2022/5/10,8,41129
3225,2022/5/10,9,65429
139,2022/5/10,10,64629
4168,2022/5/10,11,63172
8626,2022/5/10,12,66413
870,2022/5/10,13,62837
5092,2022/5/10,14,58446
7278,2022/5/10,15,64176
1061,2022/5/10,16,54192
5288,2022/5/10,17,49416
6935,2022/5/10,18,45480
2008,2022/5/10,19,45340
9053,2022/5/10,20,46421
3582,2022/5/10,21,45870
6211,2022/5/10,22,42389
492,2022/5/10,23,33938
1171,2022/5/11,0,23865
7339,2022/5/11,1,13764
1411,2022/5/11,2,8382
4408,2022/5/11,3,5593
6243,2022/5/11,4,4573
688,2022/5/11,5,5849
3186,2022/5/11,6,11259
8445,2022/5/11,7,22768
1160,2022/5/11,8,28893
3830,2022/5/11,9,51203
3346,2022/5/11,10,51646
8192,2022/5/11,11,50641
198,2022/5/11,12,51486
3499,2022/5/11,13,51291
8274,2022/5/11,14,45712
767,2022/5/11,15,46111
6034,2022/5/11,16,42080
6408,2022/5/11,17,39104
684,2022/5/11,18,36946
4239,2022/5/11,19,36529
2218,2022/5/11,20,37639
6148,2022/5/11,21,37995
57,2022/5/11,22,34497
3405,2022/5/11,23,28325
3650,2022/5/12,0,20168
8515,2022/5/12,1,12634
3401,2022/5/12,2,7873
5048,2022/5/12,3,5282
9004,2022/5/12,4,4249
5248,2022/5/12,5,5993
6474,2022/5/12,6,11458
307,2022/5/12,7,27183
4769,2022/5/12,8,30806
6284,2022/5/12,9,49066
6614,2022/5/12,10,48872
8762,2022/5/12,11,52355
3390,2022/5/12,12,55818
7297,2022/5/12,13,55393
71,2022/5/12,14,48346
3592,2022/5/12,15,47583
7542,2022/5/12,16,40868
668,2022/5/12,17,37090
2462,2022/5/12,18,34761
5470,2022/5/12,19,35319
4037,2022/5/12,20,36949
8045,2022/5/12,21,37429
2180,2022/5/12,22,34443
4398,2022/5/12,23,27452
7798,2022/5/13,0,19322
1165,2022/5/13,1,11750
2782,2022/5/13,2,7347
8749,2022/5/13,3,5108
2892,2022/5/13,4,4294
6792,2022/5/13,5,5790
7815,2022/5/13,6,10992
4238,2022/5/13,7,26166
7130,2022/5/13,8,30943
529,2022/5/13,9,49793
8798,2022/5/13,10,50290
1821,2022/5/13,11,50614
3539,2022/5/13,12,50770
9372,2022/5/13,13,48928
3289,2022/5/13,14,46248
4060,2022/5/13,15,48043
58,2022/5/13,16,46448
3263,2022/5/13,17,38012
6389,2022/5/13,18,34808
8018,2022/5/13,19,33255
6945,2022/5/13,20,33506
2050,2022/5/13,21,31858
4283,2022/5/13,22,28977
8179,2022/5/13,23,23962
333,2022/5/14,0,17456
4292,2022/5/14,1,11371
6049,2022/5/14,2,7266
1867,2022/5/14,3,4855
6027,2022/5/14,4,3621
7491,2022/5/14,5,2024
2445,2022/5/14,6,7447
6789,2022/5/14,7,9422
8657,2022/5/14,8,13476
3068,2022/5/14,9,18848
381,2022/5/14,10,22890
2883,2022/5/14,11,25556
7043,2022/5/14,12,25367
1487,2022/5/14,13,25076
6591,2022/5/14,14,24852
9220,2022/5/14,15,25844
3477,2022/5/14,16,25521
5242,2022/5/14,17,26052
9035,2022/5/14,18,24460
2271,2022/5/14,19,25017
495,2022/5/14,20,25536
4016,2022/5/14,21,24707
5636,2022/5/14,22,22981
920,2022/5/14,23,19817
5010,2022/5/15,0,15721
6427,2022/5/15,1,10595
892,2022/5/15,2,6947
3589,2022/5/15,3,4603
5367,2022/5/15,4,3338
2010,2022/5/15,5,3218
6619,2022/5/15,6,4546
8725,2022/5/15,7,7065
1100,2022/5/15,8,10727
5977,2022/5/15,9,15787
1976,2022/5/15,10,20662
5485,2022/5/15,11,23129
1219,2022/5/15,12,23375
5619,2022/5/15,13,24158
6391,2022/5/15,14,24021
1852,2022/5/15,15,24832
5262,2022/5/15,16,25277
7204,2022/5/15,17,25257
1896,2022/5/15,18,25050
4364,2022/5/15,19,25946
3444,2022/5/15,20,27367
5353,2022/5/15,21,27692
555,2022/5/15,22,27085
4755,2022/5/15,23,23366
5456,2022/5/16,0,17416
100,2022/5/16,1,11919
2528,2022/5/16,2,7883
7011,2022/5/16,3,4591
807,2022/5/16,4,3390
3089,2022/5/16,5,4052
7280,2022/5/16,6,8021
1740,2022/5/16,7,22334
5052,2022/5/16,8,28372
7641,2022/5/16,9,50053
7252,2022/5/16,10,51334
8990,2022/5/16,11,51116
3743,2022/5/16,12,52777
6023,2022/5/16,13,49886
9271,2022/5/16,14,47036
4121,2022/5/16,15,45888
5929,2022/5/16,16,43092
1428,2022/5/16,17,40459
2947,2022/5/16,18,35111
7265,2022/5/16,19,35275
5214,2022/5/16,20,36165
8896,2022/5/16,21,34625
3118,2022/5/16,22,31555
6463,2022/5/16,23,25672
7656,2022/5/17,0,18369
3123,2022/5/17,1,11197
7819,2022/5/17,2,6788
53,2022/5/17,3,4704
1991,2022/5/17,4,3668
6044,2022/5/17,5,4807
1290,2022/5/17,6,9321
4795,2022/5/17,7,22124
7677,2022/5/17,8,27191
1317,2022/5/17,9,43626
7191,2022/5/17,10,46840
2998,2022/5/17,11,46396
5468,2022/5/17,12,48433
7559,2022/5/17,13,47084
1371,2022/5/17,14,42755
4820,2022/5/17,15,42746
378,2022/5/17,16,39436
4287,2022/5/17,17,36665
7844,2022/5/17,18,35147
467,2022/5/17,19,34616
7006,2022/5/17,20,35291
2516,2022/5/17,21,35489
5145,2022/5/17,22,33181
8494,2022/5/17,23,27143
1197,2022/5/18,0,21744
6175,2022/5/18,1,12544
9405,2022/5/18,2,7643
2095,2022/5/18,3,5138
5731,2022/5/18,4,4412
8597,2022/5/18,5,5801
2101,2022/5/18,6,10239
6357,2022/5/18,7,22598
946,2022/5/18,8,27745
2844,2022/5/18,9,45101
1298,2022/5/18,10,46494
5952,2022/5/18,11,47192
8313,2022/5/18,12,47946
2103,2022/5/18,13,46689
4349,2022/5/18,14,43174
9357,2022/5/18,15,44622
2808,2022/5/18,16,37986
6292,2022/5/18,17,35879
7271,2022/5/18,18,34171
4219,2022/5/18,19,33754
2490,2022/5/18,20,34646
4263,2022/5/18,21,34998
7775,2022/5/18,22,33325
1436,2022/5/18,23,27553
6261,2022/5/19,0,19269
4869,2022/5/19,1,11606
909,2022/5/19,2,7159
6286,2022/5/19,3,4791
8747,2022/5/19,4,3938
1839,2022/5/19,5,5554
4956,2022/5/19,6,9912
8507,2022/5/19,7,23462
1649,2022/5/19,8,29776
3525,2022/5/19,9,45994
4115,2022/5/19,10,46441
7081,2022/5/19,11,45589
1594,2022/5/19,12,47810
5023,2022/5/19,13,46826
8748,2022/5/19,14,47739
1145,2022/5/19,15,44231
4808,2022/5/19,16,38085
7706,2022/5/19,17,36166
2975,2022/5/19,18,33973
4257,2022/5/19,19,34312
3105,2022/5/19,20,34507
7855,2022/5/19,21,34130
629,2022/5/19,22,32321
4810,2022/5/19,23,26351
9448,2022/5/2,0,17664
4437,2022/5/2,1,10942
6153,2022/5/2,2,7040
1597,2022/5/2,3,4653
3689,2022/5/2,4,3378
8549,2022/5/2,5,3561
904,2022/5/2,6,6177
4273,2022/5/2,7,10776
6556,2022/5/2,8,17425
1282,2022/5/2,9,26124
9195,2022/5/2,10,29364
3033,2022/5/2,11,31437
7719,2022/5/2,12,30966
640,2022/5/2,13,31003
2845,2022/5/2,14,30618
4625,2022/5/2,15,30946
1616,2022/5/2,16,30981
4183,2022/5/2,17,30410
7503,2022/5/2,18,29088
893,2022/5/2,19,30806
8946,2022/5/2,20,32690
2275,2022/5/2,21,33307
7685,2022/5/2,22,31473
9415,2022/5/2,23,25584
6499,2022/5/20,0,19813
1003,2022/5/20,1,12257
5879,2022/5/20,2,7681
8430,2022/5/20,3,4917
1470,2022/5/20,4,4521
3483,2022/5/20,5,5737
6529,2022/5/20,6,10372
1749,2022/5/20,7,24533
7549,2022/5/20,8,29030
7153,2022/5/20,9,45480
6037,2022/5/20,10,46950
1177,2022/5/20,11,49312
5073,2022/5/20,12,48942
7203,2022/5/20,13,47467
702,2022/5/20,14,45403
4904,2022/5/20,15,44577
5980,2022/5/20,16,38035
962,2022/5/20,17,36549
2773,2022/5/20,18,34785
7617,2022/5/20,19,33104
7428,2022/5/20,20,32587
631,2022/5/20,21,31988
3453,2022/5/20,22,30051
6807,2022/5/20,23,24931
267,2022/5/21,0,17893
3546,2022/5/21,1,11607
4439,2022/5/21,2,7510
506,2022/5/21,3,4916
2501,2022/5/21,4,3638
7651,2022/5/21,5,3960
593,2022/5/21,6,6181
3102,2022/5/21,7,10375
5711,2022/5/21,8,14250
2042,2022/5/21,9,18585
6055,2022/5/21,10,22883
3117,2022/5/21,11,24502
5343,2022/5/21,12,25283
65,2022/5/21,13,25212
4300,2022/5/21,14,24783
5269,2022/5/21,15,26429
1384,2022/5/21,16,25280
2270,2022/5/21,17,25276
5819,2022/5/21,18,24656
1390,2022/5/21,19,24780
6550,2022/5/21,20,25364
2755,2022/5/21,21,25162
4393,2022/5/21,22,22824
219,2022/5/21,23,19129
1931,2022/5/22,0,14892
4676,2022/5/22,1,9946
156,2022/5/22,2,6777
1542,2022/5/22,3,4497
4702,2022/5/22,4,3470
5751,2022/5/22,5,3354
5040,2022/5/22,6,4772
5994,2022/5/22,7,7281
562,2022/5/22,8,10717
3209,2022/5/22,9,15428
1785,2022/5/22,10,19115
2974,2022/5/22,11,22368
9055,2022/5/22,12,22778
3097,2022/5/22,13,22502
3831,2022/5/22,14,22742
7988,2022/5/22,15,23175
1572,2022/5/22,16,23968
6384,2022/5/22,17,24214
9175,2022/5/22,18,23510
2454,2022/5/22,19,24837
1657,2022/5/22,20,26484
3908,2022/5/22,21,26949
9445,2022/5/22,22,26336
1257,2022/5/22,23,22546
4640,2022/5/23,0,17087
7201,2022/5/23,1,11857
595,2022/5/23,2,7813
5579,2022/5/23,3,4526
8358,2022/5/23,4,3388
3755,2022/5/23,5,4067
5450,2022/5/23,6,7908
8060,2022/5/23,7,20851
2876,2022/5/23,8,26749
5871,2022/5/23,9,47293
3803,2022/5/23,10,48827
8519,2022/5/23,11,49105
2349,2022/5/23,12,52292
5997,2022/5/23,13,50634
8964,2022/5/23,14,44474
2222,2022/5/23,15,49420
5200,2022/5/23,16,41437
8556,2022/5/23,17,37317
2506,2022/5/23,18,35035
7434,2022/5/23,19,34966
3003,2022/5/23,20,35382
8442,2022/5/23,21,34522
799,2022/5/23,22,31709
5418,2022/5/23,23,25973
7305,2022/5/24,0,18683
657,2022/5/24,1,11272
3621,2022/5/24,2,6900
8174,2022/5/24,3,4714
1748,2022/5/24,4,3950
3825,2022/5/24,5,5071
8603,2022/5/24,6,9447
2216,2022/5/24,7,23597
6495,2022/5/24,8,27594
8106,2022/5/24,9,42798
7026,2022/5/24,10,46607
584,2022/5/24,11,46521
4110,2022/5/24,12,46252
7894,2022/5/24,13,45826
1810,2022/5/24,14,45170
5759,2022/5/24,15,47215
8197,2022/5/24,16,43541
2560,2022/5/24,17,38721
6103,2022/5/24,18,32873
8456,2022/5/24,19,33403
6953,2022/5/24,20,33786
213,2022/5/24,21,33431
5134,2022/5/24,22,31419
8314,2022/5/24,23,25621
132,2022/5/25,0,19304
3535,2022/5/25,1,11561
6181,2022/5/25,2,7274
1337,2022/5/25,3,4815
4652,2022/5/25,4,4316
8919,2022/5/25,5,6043
2039,2022/5/25,6,11484
3678,2022/5/25,7,27349
8119,2022/5/25,8,31320
2040,2022/5/25,9,45809
92,2022/5/25,10,48176
2487,2022/5/25,11,47682
6912,2022/5/25,12,48197
9295,2022/5/25,13,47500
4863,2022/5/25,14,44001
8124,2022/5/25,15,44066
1422,2022/5/25,16,40676
2936,2022/5/25,17,38690
7107,2022/5/25,18,35596
2232,2022/5/25,19,35175
9345,2022/5/25,20,35306
2625,2022/5/25,21,34859
6178,2022/5/25,22,32127
8378,2022/5/25,23,26511
2142,2022/5/26,0,18862
5084,2022/5/26,1,11439
8834,2022/5/26,2,7191
1221,2022/5/26,3,4836
7340,2022/5/26,4,4047
1014,2022/5/26,5,5130
3893,2022/5/26,6,8756
6970,2022/5/26,7,20153
1213,2022/5/26,8,25119
5567,2022/5/26,9,41318
3311,2022/5/26,10,44500
6139,2022/5/26,11,43637
8863,2022/5/26,12,47084
2332,2022/5/26,13,45094
6576,2022/5/26,14,40109
1591,2022/5/26,15,40012
2675,2022/5/26,16,37599
5252,2022/5/26,17,32592
969,2022/5/26,18,31060
4224,2022/5/26,19,31693
2996,2022/5/26,20,32270
5373,2022/5/26,21,32469
8628,2022/5/26,22,29696
3133,2022/5/26,23,24367
4138,2022/5/27,0,17698
8422,2022/5/27,1,10945
1453,2022/5/27,2,6862
4693,2022/5/27,3,4772
7833,2022/5/27,4,4198
2522,2022/5/27,5,4603
7505,2022/5/27,6,8014
808,2022/5/27,7,18156
3816,2022/5/27,8,23589
6260,2022/5/27,9,39546
5830,2022/5/27,10,41996
7413,2022/5/27,11,42094
2713,2022/5/27,12,49994
6428,2022/5/27,13,45653
8955,2022/5/27,14,42864
1903,2022/5/27,15,46760
5482,2022/5/27,16,39590
508,2022/5/27,17,35001
3465,2022/5/27,18,32715
7140,2022/5/27,19,31351
4196,2022/5/27,20,30818
8659,2022/5/27,21,30008
2805,2022/5/27,22,27357
5460,2022/5/27,23,22769
7460,2022/5/28,0,16946
1307,2022/5/28,1,11282
5294,2022/5/28,2,7310
8478,2022/5/28,3,4924
1509,2022/5/28,4,3799
5225,2022/5/28,5,3990
9281,2022/5/28,6,5993
2870,2022/5/28,7,9684
5541,2022/5/28,8,13588
364,2022/5/28,9,18612
8887,2022/5/28,10,22661
866,2022/5/28,11,24527
5246,2022/5/28,12,25101
8715,2022/5/28,13,24871
1135,2022/5/28,14,24501
3430,2022/5/28,15,26220
8685,2022/5/28,16,25152
3563,2022/5/28,17,24588
4226,2022/5/28,18,23723
7249,2022/5/28,19,23709
7950,2022/5/28,20,24258
1252,2022/5/28,21,24263
3876,2022/5/28,22,22289
6800,2022/5/28,23,19503
733,2022/5/29,0,394
7590,2022/5/29,5,3103
1139,2022/5/29,6,5967
6328,2022/5/29,7,7776
8922,2022/5/29,8,11225
2933,2022/5/29,9,15672
675,2022/5/29,10,19605
5510,2022/5/29,11,21914
7631,2022/5/29,12,23096
220,2022/5/29,13,22871
4067,2022/5/29,14,22734
8361,2022/5/29,15,23359
1097,2022/5/29,16,23223
7110,2022/5/29,17,23887
8472,2022/5/29,18,22800
3366,2022/5/29,19,20457
246,2022/5/29,20,28125
3171,2022/5/29,21,27226
6791,2022/5/29,22,26823
485,2022/5/29,23,22884
2153,2022/5/3,0,18250
4539,2022/5/3,1,11903
9031,2022/5/3,2,7834
3583,2022/5/3,3,4411
4485,2022/5/3,4,3451
332,2022/5/3,5,4447
3927,2022/5/3,6,9257
4573,2022/5/3,7,26062
520,2022/5/3,8,32506
5431,2022/5/3,9,54546
2108,2022/5/3,10,54135
5658,2022/5/3,11,54112
7915,2022/5/3,12,55560
2244,2022/5/3,13,53858
6560,2022/5/3,14,49052
270,2022/5/3,15,47273
2416,2022/5/3,16,45892
5674,2022/5/3,17,40843
576,2022/5/3,18,39187
2779,2022/5/3,19,39062
2943,2022/5/3,20,39499
5371,2022/5/3,21,39186
8221,2022/5/3,22,36077
1611,2022/5/3,23,28418
2865,2022/5/30,0,17296
6224,2022/5/30,1,12194
692,2022/5/30,2,8088
4289,2022/5/30,3,4720
7381,2022/5/30,4,3622
272,2022/5/30,5,4500
3261,2022/5/30,6,8200
8380,2022/5/30,7,21926
1544,2022/5/30,8,28777
5565,2022/5/30,9,47674
3737,2022/5/30,10,50276
6309,2022/5/30,11,50122
8356,2022/5/30,12,53425
3918,2022/5/30,13,53383
5910,2022/5/30,14,47307
218,2022/5/30,15,56595
5356,2022/5/30,16,45741
7141,2022/5/30,17,39766
1992,2022/5/30,18,36443
6071,2022/5/30,19,35987
3493,2022/5/30,20,37082
4575,2022/5/30,21,36443
89,2022/5/30,22,33518
3684,2022/5/30,23,27318
5297,2022/5/31,0,19250
8961,2022/5/31,1,11799
2253,2022/5/31,2,7253
3717,2022/5/31,3,5096
7843,2022/5/31,4,4298
4294,2022/5/31,5,6544
5358,2022/5/31,6,12241
54,2022/5/31,7,24109
5599,2022/5/31,8,31561
6823,2022/5/31,9,49236
6530,2022/5/31,10,51853
8999,2022/5/31,11,51733
4113,2022/5/31,12,51332
4033,2022/5/31,13,51067
6884,2022/5/31,14,49701
3926,2022/5/31,15,54852
4833,2022/5/31,16,42510
339,2022/5/31,17,39889
3425,2022/5/31,18,37113
6974,2022/5/31,19,38368
4901,2022/5/31,20,40711
9024,2022/5/31,21,40849
791,2022/5/31,22,37151
5683,2022/5/31,23,31313
5812,2022/5/4,0,19924
9135,2022/5/4,1,11594
1277,2022/5/4,2,6990
6972,2022/5/4,3,4757
8769,2022/5/4,4,3828
1922,2022/5/4,5,5132
4949,2022/5/4,6,10510
8306,2022/5/4,7,29228
3233,2022/5/4,8,32162
6738,2022/5/4,9,48775
6158,2022/5/4,10,52603
7828,2022/5/4,11,49678
2158,2022/5/4,12,51347
5856,2022/5/4,13,48641
7700,2022/5/4,14,46908
2017,2022/5/4,15,48948
5354,2022/5/4,16,49067
8940,2022/5/4,17,40652
3820,2022/5/4,18,37950
6236,2022/5/4,19,37486
4456,2022/5/4,20,38136
7622,2022/5/4,21,38763
1678,2022/5/4,22,36133
5612,2022/5/4,23,29443
8199,2022/5/5,0,23116
1274,2022/5/5,1,13859
4169,2022/5/5,2,8590
7777,2022/5/5,3,6056
1640,2022/5/5,4,5133
4637,2022/5/5,5,7518
7818,2022/5/5,6,17446
2449,2022/5/5,7,36944
6398,2022/5/5,8,42355
6734,2022/5/5,9,63187
7032,2022/5/5,10,64795
1230,2022/5/5,11,65884
3046,2022/5/5,12,68670
7678,2022/5/5,13,64259
972,2022/5/5,14,58562
4237,2022/5/5,15,69106
8976,2022/5/5,16,59390
1819,2022/5/5,17,52144
4198,2022/5/5,18,49104
8908,2022/5/5,19,49117
6253,2022/5/5,20,50396
279,2022/5/5,21,49112
4857,2022/5/5,22,46240
8271,2022/5/5,23,38048
393,2022/5/6,0,25745
3269,2022/5/6,1,14727
7138,2022/5/6,2,8691
579,2022/5/6,3,6112
4715,2022/5/6,4,4559
8186,2022/5/6,5,6238
2517,2022/5/6,6,12896
5453,2022/5/6,7,28474
8105,2022/5/6,8,33743
1672,2022/5/6,9,56927
863,2022/5/6,10,55655
4742,2022/5/6,11,55561
6420,2022/5/6,12,56634
148,2022/5/6,13,53753
3727,2022/5/6,14,48591
6078,2022/5/6,15,48438
569,2022/5/6,16,44811
5304,2022/5/6,17,39580
7014,2022/5/6,18,37189
1063,2022/5/6,19,36556
8011,2022/5/6,20,36962
2631,2022/5/6,21,36060
4590,2022/5/6,22,33204
1130,2022/5/6,23,27627
3132,2022/5/7,0,20236
6714,2022/5/7,1,12875
49,2022/5/7,2,8021
3663,2022/5/7,3,5269
7562,2022/5/7,4,3907
9341,2022/5/7,5,4435
3019,2022/5/7,6,7150
6363,2022/5/7,7,11586
1685,2022/5/7,8,16126
4490,2022/5/7,9,21588
4079,2022/5/7,10,26003
5960,2022/5/7,11,27702
8261,2022/5/7,12,28706
3005,2022/5/7,13,27892
7383,2022/5/7,14,26646
62,2022/5/7,15,28991
2846,2022/5/7,16,27539
6337,2022/5/7,17,27367
1445,2022/5/7,18,25867
2744,2022/5/7,19,26094
3359,2022/5/7,20,27101
5003,2022/5/7,21,27385
9026,2022/5/7,22,25459
2541,2022/5/7,23,21840
5494,2022/5/8,0,17360
9096,2022/5/8,1,11321
2028,2022/5/8,2,7307
4812,2022/5/8,3,4764
7224,2022/5/8,4,3561
2291,2022/5/8,5,3394
5014,2022/5/8,6,4659
850,2022/5/8,7,7508
5254,2022/5/8,8,11618
6402,2022/5/8,9,16664
6602,2022/5/8,10,21277
7462,2022/5/8,11,24023
1415,2022/5/8,12,24672
5801,2022/5/8,13,24646
8819,2022/5/8,14,24860
3325,2022/5/8,15,25224
6596,2022/5/8,16,25918
8958,2022/5/8,17,26116
5056,2022/5/8,18,25503
4327,2022/5/8,19,26787
4846,2022/5/8,20,28225
8687,2022/5/8,21,29950
1355,2022/5/8,22,29130
6765,2022/5/8,23,24997
9191,2022/5/9,0,18278
1846,2022/5/9,1,12100
6201,2022/5/9,2,8076
8877,2022/5/9,3,4554
2399,2022/5/9,4,3511
4849,2022/5/9,5,4363
8753,2022/5/9,6,8582
4272,2022/5/9,7,22837
6294,2022/5/9,8,29443
1269,2022/5/9,9,54916
9227,2022/5/9,10,55586
3319,2022/5/9,11,54518
4845,2022/5/9,12,57619
8631,2022/5/9,13,56298
978,2022/5/9,14,48778
5397,2022/5/9,15,47523
8647,2022/5/9,16,43083
1644,2022/5/9,17,40755
4923,2022/5/9,18,37648
9115,2022/5/9,19,37806
7019,2022/5/9,20,39173
986,2022/5/9,21,39041
6915,2022/5/9,22,36621
6927,2022/5/9,23,30134
8880,2022/6/1,0,24227
3081,2022/6/1,1,14151
6725,2022/6/1,2,8626
1216,2022/6/1,3,5608
1605,2022/6/1,4,4692
8169,2022/6/1,5,6611
455,2022/6/1,6,12675
4045,2022/6/1,7,27950
8930,2022/6/1,8,35050
1152,2022/6/1,9,52722
9334,2022/6/1,10,54578
1539,2022/6/1,11,55349
5968,2022/6/1,12,59641
265,2022/6/1,13,58716
6390,2022/6/1,14,52458
5378,2022/6/1,15,50981
641,2022/6/1,16,44684
3566,2022/6/1,17,42000
7245,2022/6/1,18,39714
227,2022/6/1,19,40790
8359,2022/6/1,20,40547
1569,2022/6/1,21,40798
5595,2022/6/1,22,38673
875,2022/6/1,23,31435
6086,2022/6/10,0,22155
7507,2022/6/10,1,13739
1417,2022/6/10,2,8675
2721,2022/6/10,3,6169
6729,2022/6/10,4,5286
567,2022/6/10,5,7564
3913,2022/6/10,6,15759
7909,2022/6/10,7,33254
2062,2022/6/10,8,37226
7332,2022/6/10,9,60318
3327,2022/6/10,10,62212
7378,2022/6/10,11,46571
43,2022/6/10,12,67055
4538,2022/6/10,13,66541
5761,2022/6/10,14,59746
442,2022/6/10,15,59639
3656,2022/6/10,16,51115
8040,2022/6/10,17,48262
1009,2022/6/10,18,44080
2965,2022/6/10,19,43072
1562,2022/6/10,20,41986
5357,2022/6/10,21,41836
964,2022/6/10,22,38523
3855,2022/6/10,23,31795
5000,2022/6/11,0,23574
263,2022/6/11,1,15171
4166,2022/6/11,2,9724
7310,2022/6/11,3,6144
8813,2022/6/11,4,4580
4864,2022/6/11,5,4881
6413,2022/6/11,6,7388
1070,2022/6/11,7,12041
3461,2022/6/11,8,16972
7111,2022/6/11,9,22449
5496,2022/6/11,10,26933
8708,2022/6/11,11,32439
3177,2022/6/11,12,32702
5065,2022/6/11,13,29031
161,2022/6/11,14,28213
2909,2022/6/11,15,30689
7612,2022/6/11,16,28808
367,2022/6/11,17,27977
4604,2022/6/11,18,26780
6227,2022/6/11,19,26856
5046,2022/6/11,20,28097
8473,2022/6/11,21,28315
3298,2022/6/11,22,26076
5878,2022/6/11,23,22299
7616,2022/6/12,0,17478
973,2022/6/12,1,12137
5912,2022/6/12,2,8009
9000,2022/6/12,3,5086
1950,2022/6/12,4,3703
5334,2022/6/12,5,3563
9245,2022/6/12,6,4944
3365,2022/6/12,7,7553
7795,2022/6/12,8,11505
1207,2022/6/12,9,16624
9197,2022/6/12,10,20806
2119,2022/6/12,11,24671
4884,2022/6/12,12,24040
8204,2022/6/12,13,24346
2730,2022/6/12,14,24854
5213,2022/6/12,15,25238
9350,2022/6/12,16,26255
2828,2022/6/12,17,25883
6329,2022/6/12,18,25077
8933,2022/6/12,19,26021
8437,2022/6/12,20,28539
1046,2022/6/12,21,29955
5476,2022/6/12,22,29418
9275,2022/6/12,23,25395
1668,2022/6/13,0,19421
3489,2022/6/13,1,12955
7676,2022/6/13,2,8903
2630,2022/6/13,3,5049
5165,2022/6/13,4,3743
8928,2022/6/13,5,4527
2664,2022/6/13,6,8743
6628,2022/6/13,7,21415
8304,2022/6/13,8,29653
1807,2022/6/13,9,56733
517,2022/6/13,10,56075
4502,2022/6/13,11,55113
6528,2022/6/13,12,55867
3189,2022/6/13,13,55418
4747,2022/6/13,14,48531
9011,2022/6/13,15,46590
2213,2022/6/13,16,43799
5387,2022/6/13,17,40262
8960,2022/6/13,18,38472
3644,2022/6/13,19,37662
624,2022/6/13,20,38469
4882,2022/6/13,21,39571
6121,2022/6/13,22,37236
749,2022/6/13,23,30152
5564,2022/6/14,0,20350
4293,2022/6/14,1,12227
1132,2022/6/14,2,7383
3791,2022/6/14,3,5032
7638,2022/6/14,4,4186
2432,2022/6/14,5,5518
5613,2022/6/14,6,10323
9049,2022/6/14,7,24515
1211,2022/6/14,8,30306
5643,2022/6/14,9,51554
3309,2022/6/14,10,50173
5149,2022/6/14,11,50147
51,2022/6/14,12,51726
4320,2022/6/14,13,49424
8853,2022/6/14,14,46941
3120,2022/6/14,15,48036
6094,2022/6/14,16,45180
7436,2022/6/14,17,40475
1859,2022/6/14,18,35807
4832,2022/6/14,19,35879
2608,2022/6/14,20,36282
6234,2022/6/14,21,36577
179,2022/6/14,22,34414
4212,2022/6/14,23,28065
4740,2022/6/15,0,20752
19,2022/6/15,1,12522
3974,2022/6/15,2,7753
6343,2022/6/15,3,5061
922,2022/6/15,4,4257
4003,2022/6/15,5,6251
8876,2022/6/15,6,11580
1532,2022/6/15,7,27396
4707,2022/6/15,8,32297
8642,2022/6/15,9,51243
4582,2022/6/15,10,54432
8526,2022/6/15,11,54833
3337,2022/6/15,12,55543
5971,2022/6/15,13,52637
8679,2022/6/15,14,48722
3098,2022/6/15,15,49325
7695,2022/6/15,16,42217
1146,2022/6/15,17,39148
4547,2022/6/15,18,37554
7031,2022/6/15,19,36888
5678,2022/6/15,20,38811
8998,2022/6/15,21,38945
4415,2022/6/15,22,35980
6491,2022/6/15,23,29303
8260,2022/6/16,0,21073
862,2022/6/16,1,12822
4606,2022/6/16,2,7801
8871,2022/6/16,3,5312
2905,2022/6/16,4,4626
8744,2022/6/16,5,5836
718,2022/6/16,6,10731
4111,2022/6/16,7,24790
8364,2022/6/16,8,30206
1056,2022/6/16,9,49599
8103,2022/6/16,10,50666
2894,2022/6/16,11,50454
4908,2022/6/16,12,52464
