,登入日期,登入時間(以小時為單位),登入成功次數
8506,2022/3/29,1,10780
1988,2022/3/29,2,6308
7166,2022/3/29,3,4213
7687,2022/3/29,4,3765
2966,2022/3/29,5,4720
6718,2022/3/29,6,10062
377,2022/3/29,7,25799
4862,2022/3/29,8,30181
6586,2022/3/29,9,48442
4176,2022/3/29,10,48591
9048,2022/3/29,11,47072
2768,2022/3/29,12,50096
7196,2022/3/29,13,48399
7923,2022/3/29,14,44643
1822,2022/3/29,15,44669
4006,2022/3/29,16,38259
366,2022/3/29,17,36562
3673,2022/3/29,18,34418
6916,2022/3/29,19,35174
3988,2022/3/29,20,36549
7259,2022/3/29,21,36813
2920,2022/3/29,22,34748
6587,2022/3/29,23,27665
8229,2022/3/3,0,21511
644,2022/3/3,1,12158
2988,2022/3/3,2,7357
6274,2022/3/3,3,4778
1665,2022/3/3,4,3890
4350,2022/3/3,5,4982
8810,2022/3/3,6,11335
1489,2022/3/3,7,26706
6452,2022/3/3,8,33168
8932,2022/3/3,9,47273
7921,2022/3/3,10,44886
233,2022/3/3,11,46668
3501,2022/3/3,12,50584
6319,2022/3/3,13,49495
803,2022/3/3,14,49907
3756,2022/3/3,15,55670
9160,2022/3/3,16,40612
2174,2022/3/3,17,36685
5898,2022/3/3,18,34169
8239,2022/3/3,19,36787
6176,2022/3/3,20,36507
8429,2022/3/3,21,37449
4561,2022/3/3,22,35194
7558,2022/3/3,23,28956
8002,2022/3/30,0,18884
1877,2022/3/30,1,11198
5376,2022/3/30,2,6806
8591,2022/3/30,3,4413
1693,2022/3/30,4,4004
7261,2022/3/30,5,4955
9125,2022/3/30,6,10269
1747,2022/3/30,7,23065
6588,2022/3/30,8,29174
105,2022/3/30,9,46400
8513,2022/3/30,10,47720
2001,2022/3/30,11,47832
5069,2022/3/30,12,49592
7738,2022/3/30,13,48291
1836,2022/3/30,14,43786
5728,2022/3/30,15,46136
8726,2022/3/30,16,43317
795,2022/3/30,17,37658
6952,2022/3/30,18,35907
8655,2022/3/30,19,35912
6669,2022/3/30,20,37056
2057,2022/3/30,21,36956
5033,2022/3/30,22,35234
9093,2022/3/30,23,28658
1406,2022/3/31,0,19327
4976,2022/3/31,1,11601
7686,2022/3/31,2,6949
2421,2022/3/31,3,4769
4634,2022/3/31,4,4099
7712,2022/3/31,5,5857
1452,2022/3/31,6,13197
3740,2022/3/31,7,26890
8746,2022/3/31,8,32325
965,2022/3/31,9,48637
1599,2022/3/31,10,51350
3708,2022/3/31,11,49694
7579,2022/3/31,12,52204
1531,2022/3/31,13,50170
5495,2022/3/31,14,46388
7235,2022/3/31,15,43908
651,2022/3/31,16,39171
4580,2022/3/31,17,37459
7102,2022/3/31,18,36326
3256,2022/3/31,19,37095
205,2022/3/31,20,38844
4520,2022/3/31,21,39451
7653,2022/3/31,22,36825
461,2022/3/31,23,29867
8415,2022/3/4,0,20273
3028,2022/3/4,1,12000
6787,2022/3/4,2,7282
424,2022/3/4,3,5162
5111,2022/3/4,4,4490
7004,2022/3/4,5,5867
854,2022/3/4,6,13412
4572,2022/3/4,7,34367
7101,2022/3/4,8,37691
403,2022/3/4,9,57171
9286,2022/3/4,10,57626
2110,2022/3/4,11,57513
6774,2022/3/4,12,61166
9112,2022/3/4,13,58247
3776,2022/3/4,14,54822
8541,2022/3/4,15,59164
1095,2022/3/4,16,51669
4876,2022/3/4,17,45250
7567,2022/3/4,18,40784
225,2022/3/4,19,39885
8286,2022/3/4,20,38918
3017,2022/3/4,21,38058
4338,2022/3/4,22,36018
9084,2022/3/4,23,30035
3159,2022/3/5,0,21973
5131,2022/3/5,1,13794
6753,2022/3/5,2,8380
2766,2022/3/5,3,5472
6206,2022/3/5,4,4112
230,2022/3/5,5,4706
3890,2022/3/5,6,8007
7871,2022/3/5,7,14044
703,2022/3/5,8,19838
4793,2022/3/5,9,25572
2488,2022/3/5,10,29162
5775,2022/3/5,11,30147
9263,2022/3/5,12,30116
3436,2022/3/5,13,29775
3972,2022/3/5,14,29846
206,2022/3/5,15,30131
3555,2022/3/5,16,29000
6732,2022/3/5,17,28649
592,2022/3/5,18,27553
3882,2022/3/5,19,27954
2426,2022/3/5,20,28950
3955,2022/3/5,21,29458
5543,2022/3/5,22,27790
2086,2022/3/5,23,23428
4424,2022/3/6,0,17871
8581,2022/3/6,1,11869
1389,2022/3/6,2,7531
4776,2022/3/6,3,4933
6963,2022/3/6,4,3373
1684,2022/3/6,5,3239
8413,2022/3/6,6,4839
9367,2022/3/6,7,7838
4999,2022/3/6,8,12565
6918,2022/3/6,9,17431
5238,2022/3/6,10,21521
7398,2022/3/6,11,23735
1704,2022/3/6,12,24625
6045,2022/3/6,13,24771
7926,2022/3/6,14,24819
2084,2022/3/6,15,24985
5513,2022/3/6,16,25899
330,2022/3/6,17,26458
2629,2022/3/6,18,26975
6795,2022/3/6,19,28607
3886,2022/3/6,20,30345
8866,2022/3/6,21,31939
1600,2022/3/6,22,31528
3569,2022/3/6,23,26240
7125,2022/3/7,0,19196
530,2022/3/7,1,12103
5037,2022/3/7,2,7948
8648,2022/3/7,3,4482
600,2022/3/7,4,3387
3445,2022/3/7,5,3968
9126,2022/3/7,6,8826
3700,2022/3/7,7,24548
5050,2022/3/7,8,34111
8552,2022/3/7,9,69331
5734,2022/3/7,10,69771
1775,2022/3/7,11,65644
3399,2022/3/7,12,69196
7768,2022/3/7,13,68351
2015,2022/3/7,14,56665
4618,2022/3/7,15,58883
6018,2022/3/7,16,50988
2102,2022/3/7,17,44574
6868,2022/3/7,18,45772
8907,2022/3/7,19,45882
7219,2022/3/7,20,45738
122,2022/3/7,21,44702
3372,2022/3/7,22,40528
8645,2022/3/7,23,32062
3,2022/3/8,0,21588
3722,2022/3/8,1,12147
7662,2022/3/8,2,7290
698,2022/3/8,3,4970
4120,2022/3/8,4,3852
6827,2022/3/8,5,4969
1530,2022/3/8,6,11872
6246,2022/3/8,7,30996
7672,2022/3/8,8,41367
1964,2022/3/8,9,58800
293,2022/3/8,10,57161
2023,2022/3/8,11,59283
6606,2022/3/8,12,63816
120,2022/3/8,13,59730
3403,2022/3/8,14,50810
6829,2022/3/8,15,55677
1033,2022/3/8,16,49231
5462,2022/3/8,17,42001
8392,2022/3/8,18,38883
2969,2022/3/8,19,41600
9451,2022/3/8,20,42317
2417,2022/3/8,21,42462
5881,2022/3/8,22,39395
229,2022/3/8,23,32934
3688,2022/3/9,0,22088
6704,2022/3/9,1,12391
209,2022/3/9,2,7196
4971,2022/3/9,3,4858
7907,2022/3/9,4,3757
757,2022/3/9,5,4931
3833,2022/3/9,6,11757
5588,2022/3/9,7,31347
2442,2022/3/9,8,38947
3443,2022/3/9,9,58737
3137,2022/3/9,10,56664
5908,2022/3/9,11,53474
9232,2022/3/9,12,53623
3795,2022/3/9,13,51697
6283,2022/3/9,14,51447
117,2022/3/9,15,48080
4109,2022/3/9,16,45432
8397,2022/3/9,17,41927
981,2022/3/9,18,38043
4157,2022/3/9,19,38503
3351,2022/3/9,20,38667
5388,2022/3/9,21,38699
8923,2022/3/9,22,36767
3567,2022/3/9,23,30010
4665,2022/4/1,0,22721
7999,2022/4/1,1,12929
2155,2022/4/1,2,7842
5264,2022/4/1,3,5334
8620,2022/4/1,4,4648
1717,2022/4/1,5,6430
5127,2022/4/1,6,14355
8578,2022/4/1,7,31954
3598,2022/4/1,8,37275
5320,2022/4/1,9,55866
3262,2022/4/1,10,56203
6736,2022/4/1,11,56110
773,2022/4/1,12,58906
4445,2022/4/1,13,57204
8902,2022/4/1,14,53056
2020,2022/4/1,15,52253
7000,2022/4/1,16,45037
7461,2022/4/1,17,42579
1940,2022/4/1,18,40047
6273,2022/4/1,19,38794
4108,2022/4/1,20,38506
8984,2022/4/1,21,37681
94,2022/4/1,22,34566
8043,2022/4/1,23,28449
7400,2022/4/10,0,17654
1473,2022/4/10,1,6555
7552,2022/4/10,5,3902
9110,2022/4/10,6,7024
1946,2022/4/10,7,10348
5663,2022/4/10,8,14432
572,2022/4/10,9,19999
6361,2022/4/10,10,24455
1410,2022/4/10,11,26538
3846,2022/4/10,12,27154
9090,2022/4/10,13,26681
1237,2022/4/10,14,26679
5951,2022/4/10,15,27044
9237,2022/4/10,16,27631
1442,2022/4/10,17,27852
7688,2022/4/10,18,27320
6318,2022/4/10,19,29665
6873,2022/4/10,20,32247
1083,2022/4/10,21,34104
5030,2022/4/10,22,33682
8617,2022/4/10,23,28206
29,2022/4/11,0,20873
6671,2022/4/11,1,13455
7012,2022/4/11,2,8979
1101,2022/4/11,3,5638
4784,2022/4/11,4,4028
7094,2022/4/11,5,4968
2151,2022/4/11,6,10709
4489,2022/4/11,7,31039
8460,2022/4/11,8,37056
1370,2022/4/11,9,62509
60,2022/4/11,10,66750
3643,2022/4/11,11,66139
7301,2022/4/11,12,68605
2013,2022/4/11,13,64137
6226,2022/4/11,14,56716
8329,2022/4/11,15,55123
1523,2022/4/11,16,49913
5121,2022/4/11,17,47471
8300,2022/4/11,18,43499
1547,2022/4/11,19,43906
7555,2022/4/11,20,44690
2225,2022/4/11,21,44185
8770,2022/4/11,22,41550
953,2022/4/11,23,32745
2312,2022/4/12,0,22195
5693,2022/4/12,1,12958
290,2022/4/12,2,7601
2854,2022/4/12,3,5263
7763,2022/4/12,4,4022
523,2022/4/12,5,5304
3297,2022/4/12,6,12241
8393,2022/4/12,7,29694
2167,2022/4/12,8,34691
4878,2022/4/12,9,59402
3192,2022/4/12,10,56122
4598,2022/4/12,11,55488
491,2022/4/12,12,60134
2802,2022/4/12,13,55045
7061,2022/4/12,14,48027
768,2022/4/12,15,47986
4103,2022/4/12,16,42864
8023,2022/4/12,17,40920
1166,2022/4/12,18,38513
3437,2022/4/12,19,39331
2290,2022/4/12,20,40783
7629,2022/4/12,21,40263
8410,2022/4/12,22,38400
6399,2022/4/12,23,30945
5279,2022/4/13,0,20941
9018,2022/4/13,1,12213
3313,2022/4/13,2,7353
8116,2022/4/13,3,4909
1172,2022/4/13,4,3982
4286,2022/4/13,5,5492
6944,2022/4/13,6,11568
430,2022/4/13,7,27687
3796,2022/4/13,8,34371
6503,2022/4/13,9,52051
5222,2022/4/13,10,52677
8872,2022/4/13,11,52186
3041,2022/4/13,12,56180
5596,2022/4/13,13,53247
115,2022/4/13,14,46690
3996,2022/4/13,15,46461
6314,2022/4/13,16,42240
416,2022/4/13,17,41567
2827,2022/4/13,18,37119
5571,2022/4/13,19,39014
5167,2022/4/13,20,40411
8070,2022/4/13,21,40071
2372,2022/4/13,22,37322
6024,2022/4/13,23,29932
7333,2022/4/14,0,20380
928,2022/4/14,1,11987
5311,2022/4/14,2,7299
102,2022/4/14,3,4939
3250,2022/4/14,4,4170
6393,2022/4/14,5,6019
9401,2022/4/14,6,11949
4066,2022/4/14,7,37545
6317,2022/4/14,8,37605
217,2022/4/14,9,53584
9116,2022/4/14,10,52125
2063,2022/4/14,11,52160
5347,2022/4/14,12,54709
8974,2022/4/14,13,50463
2602,2022/4/14,14,46024
5487,2022/4/14,15,45050
107,2022/4/14,16,40189
1813,2022/4/14,17,38131
7599,2022/4/14,18,35706
9226,2022/4/14,19,36220
7661,2022/4/14,20,37117
1469,2022/4/14,21,36961
4295,2022/4/14,22,35120
7899,2022/4/14,23,28107
949,2022/4/15,0,19587
5344,2022/4/15,1,12043
5990,2022/4/15,2,7234
2736,2022/4/15,3,4725
7272,2022/4/15,4,3943
8388,2022/4/15,5,5541
3094,2022/4/15,6,11366
3635,2022/4/15,7,28079
8858,2022/4/15,8,32419
2239,2022/4/15,9,52397
1295,2022/4/15,10,53725
4513,2022/4/15,11,53720
8539,2022/4/15,12,54426
1527,2022/4/15,13,53725
4684,2022/4/15,14,46351
8632,2022/4/15,15,50014
2032,2022/4/15,16,41279
5786,2022/4/15,17,38210
8408,2022/4/15,18,38695
1377,2022/4/15,19,36088
1608,2022/4/15,20,34539
5424,2022/4/15,21,34086
5201,2022/4/15,22,31099
1451,2022/4/15,23,25455
4938,2022/4/16,0,18583
6025,2022/4/16,1,11401
706,2022/4/16,2,7275
5582,2022/4/16,3,4807
6926,2022/4/16,4,3666
1565,2022/4/16,5,4016
6798,2022/4/16,6,6456
9036,2022/4/16,7,10823
2249,2022/4/16,8,15169
6764,2022/4/16,9,19881
3223,2022/4/16,10,23495
7509,2022/4/16,11,25658
1975,2022/4/16,12,25512
3083,2022/4/16,13,25124
9164,2022/4/16,14,24623
565,2022/4/16,15,25262
5454,2022/4/16,16,25555
6465,2022/4/16,17,26328
987,2022/4/16,18,24961
4918,2022/4/16,19,25601
2662,2022/4/16,20,25627
7228,2022/4/16,21,25596
240,2022/4/16,22,23774
3691,2022/4/16,23,19837
5349,2022/4/17,0,15977
275,2022/4/17,1,10646
3938,2022/4/17,2,6852
8394,2022/4/17,3,4460
758,2022/4/17,4,3211
2800,2022/4/17,5,3137
7529,2022/4/17,6,4641
1339,2022/4/17,7,7038
4062,2022/4/17,8,11053
7497,2022/4/17,9,16017
5736,2022/4/17,10,20262
259,2022/4/17,11,22654
1639,2022/4/17,12,23441
7144,2022/4/17,13,23117
9299,2022/4/17,14,23054
3222,2022/4/17,15,23736
8181,2022/4/17,16,24280
1553,2022/4/17,17,24689
5331,2022/4/17,18,24506
8084,2022/4/17,19,25816
5981,2022/4/17,20,27645
8827,2022/4/17,21,29058
4655,2022/4/17,22,28211
7704,2022/4/17,23,23574
7967,2022/4/18,0,20027
2114,2022/4/18,1,12409
6392,2022/4/18,2,7952
162,2022/4/18,3,4449
3424,2022/4/18,4,3250
8110,2022/4/18,5,4269
659,2022/4/18,6,9136
5270,2022/4/18,7,25111
5624,2022/4/18,8,31731
825,2022/4/18,9,52692
8558,2022/4/18,10,55552
2450,2022/4/18,11,55259
4452,2022/4/18,12,56861
8775,2022/4/18,13,53074
3426,2022/4/18,14,47206
4805,2022/4/18,15,46224
8056,2022/4/18,16,43253
3515,2022/4/18,17,42208
5926,2022/4/18,18,36201
291,2022/4/18,19,37691
8317,2022/4/18,20,39348
2656,2022/4/18,21,38043
6216,2022/4/18,22,35403
8584,2022/4/18,23,28354
661,2022/4/19,0,18941
7077,2022/4/19,1,10883
8193,2022/4/19,2,6701
2777,2022/4/19,3,4382
7276,2022/4/19,4,3559
7115,2022/4/19,5,4971
3901,2022/4/19,6,10420
5714,2022/4/19,7,24365
574,2022/4/19,8,29365
3682,2022/4/19,9,47773
1264,2022/4/19,10,53363
4428,2022/4/19,11,50513
7725,2022/4/19,12,53019
2025,2022/4/19,13,50397
6306,2022/4/19,14,45586
8035,2022/4/19,15,44772
3406,2022/4/19,16,40422
6979,2022/4/19,17,38756
8991,2022/4/19,18,34929
4216,2022/4/19,19,35142
2030,2022/4/19,20,36124
2135,2022/4/19,21,36510
8730,2022/4/19,22,34211
1679,2022/4/19,23,27292
5762,2022/4/2,0,20038
253,2022/4/2,1,12369
4947,2022/4/2,2,7863
8210,2022/4/2,3,5194
1742,2022/4/2,4,3948
3294,2022/4/2,5,4272
8583,2022/4/2,6,6494
1037,2022/4/2,7,11421
5810,2022/4/2,8,16028
8704,2022/4/2,9,21502
6152,2022/4/2,10,25539
283,2022/4/2,11,27752
4881,2022/4/2,12,27880
5918,2022/4/2,13,27083
482,2022/4/2,14,26127
6263,2022/4/2,15,26935
7982,2022/4/2,16,26827
1335,2022/4/2,17,26645
5082,2022/4/2,18,24508
8680,2022/4/2,19,25928
6122,2022/4/2,20,26706
9337,2022/4/2,21,26887
2864,2022/4/2,22,24741
6712,2022/4/2,23,21094
3771,2022/4/20,0,19190
8899,2022/4/20,1,11099
1912,2022/4/20,2,6755
3600,2022/4/20,3,4653
8488,2022/4/20,4,4001
2384,2022/4/20,5,5593
6316,2022/4/20,6,11278
8328,2022/4/20,7,27891
3452,2022/4/20,8,33827
7180,2022/4/20,9,53213
3283,2022/4/20,10,53496
7455,2022/4/20,11,54260
865,2022/4/20,12,56154
3716,2022/4/20,13,52594
8901,2022/4/20,14,48148
1244,2022/4/20,15,51393
5216,2022/4/20,16,43042
6910,2022/4/20,17,40180
1628,2022/4/20,18,38117
4990,2022/4/20,19,39214
2660,2022/4/20,20,38718
6860,2022/4/20,21,38527
902,2022/4/20,22,36082
2373,2022/4/20,23,28724
7884,2022/4/21,0,19569
604,2022/4/21,1,11470
3462,2022/4/21,2,6933
6150,2022/4/21,3,4656
1603,2022/4/21,4,3906
6278,2022/4/21,5,5282
6986,2022/4/21,6,10628
1217,2022/4/21,7,24323
3251,2022/4/21,8,29956
8065,2022/4/21,9,47995
6993,2022/4/21,10,48908
1567,2022/4/21,11,48416
4233,2022/4/21,12,52340
6632,2022/4/21,13,49083
666,2022/4/21,14,43685
3977,2022/4/21,15,49254
8623,2022/4/21,16,43074
2074,2022/4/21,17,38966
5096,2022/4/21,18,35156
7639,2022/4/21,19,36130
5935,2022/4/21,20,36574
627,2022/4/21,21,36333
2131,2022/4/21,22,34087
7086,2022/4/21,23,27363
8301,2022/4/22,0,19163
4104,2022/4/22,1,11574
7353,2022/4/22,2,7032
798,2022/4/22,3,4797
3254,2022/4/22,4,4034
8079,2022/4/22,5,5331
318,2022/4/22,6,10664
4900,2022/4/22,7,27405
6505,2022/4/22,8,30848
493,2022/4/22,9,48624
9404,2022/4/22,10,48133
2915,2022/4/22,11,48300
6448,2022/4/22,12,50854
145,2022/4/22,13,48729
4511,2022/4/22,14,43471
5159,2022/4/22,15,43431
512,2022/4/22,16,37758
2955,2022/4/22,17,35119
6552,2022/4/22,18,33519
361,2022/4/22,19,32785
6914,2022/4/22,20,32361
2211,2022/4/22,21,31972
4801,2022/4/22,22,29209
257,2022/4/22,23,24563
1538,2022/4/23,0,17954
3622,2022/4/23,1,11800
46,2022/4/23,2,7384
2425,2022/4/23,3,4807
5204,2022/4/23,4,3753
8228,2022/4/23,5,4013
4934,2022/4/23,6,6428
5998,2022/4/23,7,10699
133,2022/4/23,8,15331
2064,2022/4/23,9,20157
1352,2022/4/23,10,23818
6379,2022/4/23,11,25729
8914,2022/4/23,12,25609
3442,2022/4/23,13,25411
5115,2022/4/23,14,24583
9444,2022/4/23,15,25960
2305,2022/4/23,16,24864
5113,2022/4/23,17,25046
967,2022/4/23,18,24101
3593,2022/4/23,19,24404
1431,2022/4/23,20,25352
4850,2022/4/23,21,25701
8719,2022/4/23,22,23580
1045,2022/4/23,23,19905
6069,2022/4/24,0,15439
7783,2022/4/24,1,10493
1054,2022/4/24,2,6684
4243,2022/4/24,3,4291
7487,2022/4/24,4,3232
1710,2022/4/24,5,3229
3367,2022/4/24,6,4715
8421,2022/4/24,7,7523
2803,2022/4/24,8,11295
3333,2022/4/24,9,16094
4579,2022/4/24,10,20238
7696,2022/4/24,11,22951
936,2022/4/24,12,23197
4248,2022/4/24,13,23348
7949,2022/4/24,14,23045
2457,2022/4/24,15,23782
5657,2022/4/24,16,24108
8616,2022/4/24,17,24384
3398,2022/4/24,18,23977
5012,2022/4/24,19,25532
3596,2022/4/24,20,27564
8574,2022/4/24,21,28701
653,2022/4/24,22,28116
5675,2022/4/24,23,24120
6466,2022/4/25,0,18687
1173,2022/4/25,1,12249
4552,2022/4/25,2,8058
8794,2022/4/25,3,4804
1441,2022/4/25,4,3518
5256,2022/4/25,5,4936
9078,2022/4/25,6,11027
2807,2022/4/25,7,30441
5223,2022/4/25,8,35806
9109,2022/4/25,9,65363
7213,2022/4/25,10,62526
1319,2022/4/25,11,59168
3553,2022/4/25,12,64358
7114,2022/4/25,13,58328
1427,2022/4/25,14,51401
4584,2022/4/25,15,49301
8182,2022/4/25,16,45248
1772,2022/4/25,17,42145
4620,2022/4/25,18,38319
8722,2022/4/25,19,39828
6676,2022/4/25,20,40772
6,2022/4/25,21,40119
2281,2022/4/25,22,37218
5182,2022/4/25,23,29504
38,2022/4/26,0,19295
2696,2022/4/26,1,11256
7621,2022/4/26,2,6953
829,2022/4/26,3,4511
4188,2022/4/26,4,3620
7886,2022/4/26,5,5226
1117,2022/4/26,6,11644
3024,2022/4/26,7,28030
8666,2022/4/26,8,32778
2196,2022/4/26,9,50170
371,2022/4/26,10,50612
2333,2022/4/26,11,50145
6780,2022/4/26,12,54456
8737,2022/4/26,13,43268
3108,2022/4/26,14,47199
7091,2022/4/26,15,45417
1190,2022/4/26,16,40284
4724,2022/4/26,17,38332
6894,2022/4/26,18,35425
1962,2022/4/26,19,36898
6899,2022/4/26,20,37696
2395,2022/4/26,21,37006
5913,2022/4/26,22,34737
1,2022/4/26,23,28433
3652,2022/4/27,0,19698
5814,2022/4/27,1,10781
9072,2022/4/27,2,7185
3071,2022/4/27,3,4717
4766,2022/4/27,4,4036
496,2022/4/27,5,5675
4081,2022/4/27,6,11238
8499,2022/4/27,7,26405
1233,2022/4/27,8,31989
4527,2022/4/27,9,54762
2059,2022/4/27,10,53542
5332,2022/4/27,11,49940
9186,2022/4/27,12,51874
1841,2022/4/27,13,50169
5838,2022/4/27,14,42787
880,2022/4/27,15,47533
4549,2022/4/27,16,48353
6418,2022/4/27,17,39015
534,2022/4/27,18,36636
4454,2022/4/27,19,36956
1961,2022/4/27,20,37630
7226,2022/4/27,21,36692
9307,2022/4/27,22,34276
2007,2022/4/27,23,27612
4491,2022/4/28,0,19329
9127,2022/4/28,1,11232
1701,2022/4/28,2,7078
7262,2022/4/28,3,4573
9353,2022/4/28,4,3931
3610,2022/4/28,5,5508
8924,2022/4/28,6,11032
549,2022/4/28,7,25662
4129,2022/4/28,8,31167
7184,2022/4/28,9,49539
3842,2022/4/28,10,49366
5777,2022/4/28,11,49458
2362,2022/4/28,12,51090
4657,2022/4/28,13,49732
8864,2022/4/28,14,45307
1878,2022/4/28,15,46742
4318,2022/4/28,16,42507
349,2022/4/28,17,37699
4477,2022/4/28,18,35405
4823,2022/4/28,19,35144
4687,2022/4/28,20,36422
9202,2022/4/28,21,35874
2634,2022/4/28,22,33434
6209,2022/4/28,23,26989
6134,2022/4/29,0,19085
1879,2022/4/29,1,11400
4581,2022/4/29,2,7065
7127,2022/4/29,3,4919
1310,2022/4/29,4,4482
3754,2022/4/29,5,6574
9374,2022/4/29,6,13172
1555,2022/4/29,7,31007
5122,2022/4/29,8,34367
181,2022/4/29,9,52727
9057,2022/4/29,10,53725
2296,2022/4/29,11,52707
6123,2022/4/29,12,53399
7260,2022/4/29,13,51549
1265,2022/4/29,14,47510
3769,2022/4/29,15,52125
9428,2022/4/29,16,45115
2233,2022/4/29,17,38537
7682,2022/4/29,18,36314
9108,2022/4/29,19,34797
8115,2022/4/29,20,35138
1783,2022/4/29,21,33288
3423,2022/4/29,22,30802
8490,2022/4/29,23,24818
9309,2022/4/3,0,15768
4095,2022/4/3,1,10437
3751,2022/4/3,2,6640
1155,2022/4/3,3,4306
3237,2022/4/3,4,3114
8123,2022/4/3,5,2924
314,2022/4/3,6,4458
3579,2022/4/3,7,7112
6056,2022/4/3,8,10909
1792,2022/4/3,9,15543
9179,2022/4/3,10,20014
2202,2022/4/3,11,22447
4824,2022/4/3,12,22422
9283,2022/4/3,13,22813
3468,2022/4/3,14,23163
6174,2022/4/3,15,23075
689,2022/4/3,16,23735
3422,2022/4/3,17,23659
7519,2022/4/3,18,22183
1421,2022/4/3,19,22986
9377,2022/4/3,20,24038
2482,2022/4/3,21,23833
5018,2022/4/3,22,22997
8980,2022/4/3,23,19693
298,2022/4/30,0,18250
4131,2022/4/30,1,11610
6172,2022/4/30,2,7138
1123,2022/4/30,3,4771
3764,2022/4/30,4,3742
6850,2022/4/30,5,4204
2003,2022/4/30,6,6881
5600,2022/4/30,7,11250
9156,2022/4/30,8,16319
3165,2022/4/30,9,21868
1276,2022/4/30,10,25413
4351,2022/4/30,11,26948
8503,2022/4/30,12,27097
700,2022/4/30,13,26636
3973,2022/4/30,14,25459
7563,2022/4/30,15,26602
1430,2022/4/30,16,26710
5178,2022/4/30,17,26859
6514,2022/4/30,18,25854
1188,2022/4/30,19,27014
650,2022/4/30,20,28249
4184,2022/4/30,21,28309
8993,2022/4/30,22,26378
586,2022/4/30,23,22703
2109,2022/4/4,0,16343
5403,2022/4/4,1,10495
8790,2022/4/4,2,6625
2016,2022/4/4,3,4412
6809,2022/4/4,4,3095
84,2022/4/4,5,2898
1680,2022/4/4,6,4615
5443,2022/4/4,7,7395
1262,2022/4/4,8,11288
5842,2022/4/4,9,16321
774,2022/4/4,10,19937
6716,2022/4/4,11,21827
8251,2022/4/4,12,22595
2816,2022/4/4,13,22767
6327,2022/4/4,14,22844
370,2022/4/4,15,23626
4151,2022/4/4,16,23724
4969,2022/4/4,17,23697
952,2022/4/4,18,23488
3488,2022/4/4,19,23905
2228,2022/4/4,20,25475
5996,2022/4/4,21,26175
8441,2022/4/4,22,25372
2298,2022/4/4,23,21665
4898,2022/4/5,0,16802
9199,2022/4/5,1,11280
2128,2022/4/5,2,7205
4763,2022/4/5,3,4652
6579,2022/4/5,4,3330
3498,2022/4/5,5,3804
6249,2022/4/5,6,5887
9338,2022/4/5,7,9079
3276,2022/4/5,8,13828
7459,2022/4/5,9,19674
4017,2022/4/5,10,24362
5095,2022/4/5,11,26148
2914,2022/4/5,12,26413
3074,2022/4/5,13,27052
8613,2022/4/5,14,27194
2090,2022/4/5,15,27831
4867,2022/4/5,16,28426
537,2022/4/5,17,28558
3609,2022/4/5,18,28207
6707,2022/4/5,19,30510
3798,2022/4/5,20,33677
8142,2022/4/5,21,25893
1446,2022/4/5,22,15753
4654,2022/4/5,23,33512
8102,2022/4/6,0,21948
1234,2022/4/6,1,13800
6054,2022/4/6,2,8666
6961,2022/4/6,3,4941
1972,2022/4/6,4,3779
5245,2022/4/6,5,5127
7692,2022/4/6,6,11626
2926,2022/4/6,7,37967
4049,2022/4/6,8,42499
8426,2022/4/6,9,67767
5903,2022/4/6,10,66722
1168,2022/4/6,11,65411
4804,2022/4/6,12,69374
5558,2022/4/6,13,64992
372,2022/4/6,14,58960
5080,2022/4/6,15,58757
7020,2022/4/6,16,52401
1246,2022/4/6,17,49005
5489,2022/4/6,18,47012
6684,2022/4/6,19,51101
6481,2022/4/6,20,48626
328,2022/4/6,21,48423
3694,2022/4/6,22,44294
7195,2022/4/6,23,34753
571,2022/4/7,0,23110
5139,2022/4/7,1,13148
7366,2022/4/7,2,7792
762,2022/4/7,3,5081
6199,2022/4/7,4,3958
6073,2022/4/7,5,5238
380,2022/4/7,6,12007
4935,2022/4/7,7,33087
8407,2022/4/7,8,38110
2137,2022/4/7,9,58677
1077,2022/4/7,10,58164
3726,2022/4/7,11,58628
5555,2022/4/7,12,61321
17,2022/4/7,13,60898
5530,2022/4/7,14,51174
7906,2022/4/7,15,48388
434,2022/4/7,16,43619
4508,2022/4/7,17,41718
5942,2022/4/7,18,39309
3383,2022/4/7,19,40663
8109,2022/4/7,20,41167
5235,2022/4/7,21,42028
7893,2022/4/7,22,39827
401,2022/4/7,23,31833
5815,2022/4/8,0,22091
6751,2022/4/8,1,12769
815,2022/4/8,2,7828
3560,2022/4/8,3,5200
6255,2022/4/8,4,4462
9446,2022/4/8,5,6345
4988,2022/4/8,6,13788
8151,2022/4/8,7,33355
797,2022/4/8,8,37456
5448,2022/4/8,9,56699
3802,2022/4/8,10,58035
8622,2022/4/8,11,57925
9094,2022/4/8,12,61535
3282,2022/4/8,13,58310
6001,2022/4/8,14,53227
171,2022/4/8,15,56136
2891,2022/4/8,16,47649
8404,2022/4/8,17,43331
1735,2022/4/8,18,39978
3591,2022/4/8,19,40796
2099,2022/4/8,20,40181
4912,2022/4/8,21,39083
8076,2022/4/8,22,35690
2328,2022/4/8,23,28779
6573,2022/4/9,0,21133
8814,2022/4/9,1,13451
2011,2022/4/9,2,8314
6536,2022/4/9,3,5350
7842,2022/4/9,4,4071
3551,2022/4/9,5,4859
4894,2022/4/9,6,8388
